COMMON,,ADD_OR_REASSIGN_CENTERS,Add or Re-assign Centers,केंद्रे जोडा किंवा पुन्हा नियुक्त करा,केंद्र जोड़ें या पुनः असाइन करें,କେନ୍ଦ୍ର ଗୁଡିକ ଯୋଡନ୍ତୁ କିମ୍ବା ପ୍ଲାନ ନ୍ୟସ୍ତ କରନ୍ତୁ,కేంద్రాలను జత చేయి లేదా తిరిగి కేటాయించు,ಕೇಂದ್ರಗಳನ್ನು ಸೇರಿಸಿ ಅಥವಾ ಮರು ನಿಯೋಜಿಸಿ,மையங்களைச் சேர்க்கவும் அல்லது மீண்டும் ஒதுக்கவும்,સેન્ટર ઉમેરો અથવા ફરીથી સોંપો,سنٹرز شامل یا دوبارہ تفویض کریں
COMMON,,REASSIGN_BLOCKS_REQUEST,Request to Re-assign Blocks,ब्लॉक पुन्हा नियुक्त करण्याची विनंती,ब्लॉक को पुनः आवंटित करने का अनुरोध करें,ବ୍ଲକ୍ ପୁନଃ-ସଂସ୍ଥାପନ ପାଇଁ ଅନୁରୋଧ,బ్లాక్‌లను తిరిగి కేటాయించడానికి అభ్యర్థన,ಬ್ಲಾಕ್ ಅನ್ನು ಮರು ನಿಯೋಜಿಸಲು ವಿನಂತಿಸಿ,ஒன்றியதை மீண்டும் ஒதுக்க கோரிக்கை,બ્લોક ફરીથી સોંપવાની વિનંતી,بلاکس کو دوبارہ تفویض کرنے کی درخواست
COMMON,,ASSIGN,Assign,नियुक्त करा,आवंटित करें,ନିୟୋଜନ କରନ୍ତୁ,కేటాయించు,ನಿಯೋಜಿಸಿ,ஒதுக்கு,સોંપો,تفویض کریں۔
COMMON,,SEARCH_FACILITATORS,Search Facilitators..,मार्गदर्शकांचा शोध घ्या..,फेसीलिटेटर खोजें,ଫେସିଲିଟରମାନେ ଖୋଜନ୍ତୁ,ఫెసిలిటేటర్లను శోధించు,ಫೆಸಿಲಿಟೇಟರ್ ಅನ್ನು ಹುಡುಕಿ..,பெசிலிடேட்டர்களை தேடு,ફેસિલીટેટર્સ શોધો,فیسلیٹیٹر تلاش کریں..
COMMON,,ADD_LEARNER,Add Learners,शिकणारे जोडा,लर्नर को जोड़ें,ଶିକ୍ଷାର୍ଥୀଙ୍କୁ ଯୋଗ କରନ୍ତୁ,అభ్యాసకులను జత చేయి,ಕಲಿಯುವವರನ್ನು ಸೇರಿಸಿ,மாணவர்களைச் சேர்,લર્નર્સ ઉમેરો,طلباء کو شامل کریں۔
COMMON,,DESELECT_ALL,Deselect All,सर्व अननिवड करा,सभी को अचयनित करें,ସମସ୍ତଙ୍କୁ ବିରୋଧ କରନ୍ତୁ,అన్ని ఎంపికలను తీసివేయి,ಎಲ್ಲವನ್ನೂ ಆಯ್ಕೆ ರದ್ದುಮಾಡಿ,அனைத்து தேர்வையும் நீக்கு,બધાને નાપસંદ કરો,سبھی کو غیر منتخب کریں۔
COMMON,,SELECT_ALL,Select All,सर्व निवडा,सभी को चयनित करें,ସମସ୍ତଙ୍କୁ ଚୟନ କରନ୍ତୁ,అన్నిటినీ ఎంచుకోండి,ಎಲ್ಲವನ್ನೂ ಆಯ್ಕೆಮಾಡಿ,அனைத்தையும் தேர்ந்தெடு,બધું સિલેક્ટ કરો,سبھی کو منتخب کریں۔
COMMON,,LEARNER_MARKED_DROPOUT,Learner marked as dropout,शिकणारा शाळा सोडलेला म्हणून चिन्हांकित,लर्नर को ड्रॉप आउट के रूप में चिह्नित किया गया,ଶିକ୍ଷାର୍ଥୀକୁ ଡ୍ରପ୍ ଆଉଟ୍ ଭାବେ ଚିହ୍ନିତ କରାଯାଇଛି,అభ్యాసకుడు డ్రాప్ ఔట్‌గా గుర్తించబడ్డాడు,ಕಲಿಯುವವರನ್ನು ಡ್ರಾಪ್ಔಟ್ ಎಂದು ಗುರುತಿಸಲಾಗಿದೆ,மாணவர் டிராப்-அவுட் ஆக குறிக்கப்பட்டார்,લર્નર ડ્રોપઆઉટ તરીકે ચિહ્નિત થયેલ છે,طلباء کو ڈراپ آؤٹ کے بطور نشان زد کیا گیا۔
COMMON,,LEARNER_UNMARKED_DROPOUT,Learner un-marked as dropout,शिकणारा शाळा सोडलेला म्हणून चिन्हांकित केलेला नाही,लर्नर को ड्रॉपआउट के रूप में अनचिह्नित किया गया,ଶିକ୍ଷାର୍ଥୀକୁ ଡ୍ରପ୍ ଆଉଟ୍ ଭାବେ ଅଚିହ୍ନିତ କରାଯାଇଛି,అభ్యాసకుడి డ్రాప్ ఔట్ గుర్తింపు తొలగించబడింది,ಕಲಿಯುವವರನ್ನು ಡ್ರಾಪ್ಔಟ್ ಎಂದು ಗುರುತಿಸಲಾಗಿಲ್ಲ,மாணவர் டிராப்-அவுட் நீக்கப்பட்டது,લર્નરને ડ્રોપઆઉટ તરીકે અન-માર્ક કરેલ,طلباء کے ڈراپ آؤٹ کے نشان کو ہٹا دیا گیا
COMMON,,LEARNER_REMOVED,Learner has been removed,शिकणाऱ्याला काढून टाकले आहे,लर्नर को हटा दिया गया है,ଶିକ୍ଷାର୍ଥୀ କୁ ହଟାଇ ଦିଆଯାଇଛି,అభ్యాసకుడు తొలగించబడ్డాడు,ಕಲಿಯುವವರನ್ನು ತೆಗೆದುಹಾಕಲಾಗಿದೆ.,மாணவர் அகற்றப்பட்டார்.,શીખનારને દૂર કરવામાં આવ્યો છે,طلباء کو ہٹا دیا گیا ہے۔
COMMON,,DROPPED_OUT,Dropped Out,शाळा सोडली,ड्राप हो गए,ଡ୍ରପଆଉଟ ହୋଇଛନ୍ତି,డ్రాప్ ఔట్ అయినారు,ಡ್ರಾಪ್ ಔಟ್,டிராப்-அவுட் ஆனவர்,ડ્રોપ આઉટ,ڈراپ آؤٹ
COMMON,,DELETE_USER,Delete User Permanently,वापरकर्त्याला कायमचे हटवा,उपयोगकर्ता को स्थायी रूप से हटाएं,ବ୍ୟବହାରକାରୀଙ୍କୁ ସ୍ଥାୟୀଭାବେ ବିଲୋପ କରନ୍ତୁ,వినియోగదారుడిని శాశ్వతంగా తొలగించు,ಬಳಕೆದಾರರನ್ನು ಶಾಶ್ವತವಾಗಿ ಅಳಿಸಿ,பயனரை நிரந்தரமாக நீக்கு,વપરાશકર્તાને કાયમ માટે કાઢી નાખો,صارف کو مستقل طور پر حذف کریں۔
COMMON,,DELETE_USER_FROM_CENTER,Delete user from Center as well as SCP,केंद्रातून वापरकर्ता हटवा,केंद्र से उपयोगकर्ता को हटाएं,କେନ୍ଦ୍ରରୁ ବ୍ୟବହାରକାରୀଙ୍କୁ ବିଲୋପ୍ କରନ୍ତୁ,సెంటర్ నుండి వినియోగదారుని తొలగించు,ಬಳಕೆದಾರರನ್ನು ಕೇಂದ್ರದಿಂದ ಅಳಿಸಿ,மையத்திலிருந்து பயனரை நீக்கு.,સેન્ટર માંથી વપરાશકર્તાને કાઢી નાખો,صارف کو حذف کریں۔
COMMON,,DELETE_USER_WITH_REASON,Delete User,वापरकर्ता हटवा,उपयोगकर्ता हटाएँ,ବ୍ୟବହାରକାରୀକୁ ହଟାନ୍ତୁ,వినియోగదారుని తొలగించు,ಬಳಕೆದಾರರನ್ನು ಅಳಿಸಿ,பயனரை நீக்கு,વપરાશકર્તા કાઢી નાખો,صارف کو حذف کردیا گیا ہے!
COMMON,,USER_DELETED_PERMANENTLY,User successfully deleted!,वापरकर्ता यशस्वीरित्या हटवला गेला आहे!,उपयोगकर्ता सफलतापूर्वक हटाया गया!,ବ୍ୟବହାରକାରୀ ସଫଳତାର ସହିତ ହଟାଗଲା!,వినియోగదారుని విజయవంతంగా తొలగించారు,ಬಳಕೆದಾರರನ್ನು ಯಶಸ್ವಿಯಾಗಿ ಅಳಿಸಲಾಗಿದೆ!,பயனர் வெற்றிகரமாக நீக்கப்பட்டார்!,વપરાશકર્તા સફળતાપૂર્વક કાઢી નાખ્યો!,صارف کامیابی سے حذف کر دیا گیا!
COMMON,,CANNOT_REASSIGN_TODAY_ATTENDANCE_MARKED,Cannot re-assign learner as attendance has already been marked for today,आजची उपस्थिती आधीच नोंदवलेली असल्यामुळे शिकणाऱ्याला पुनःनियुक्त करता येणार नाही,"आज की उपस्थिति पहले ही चिह्नित की जा चुकी है, इसलिए शिक्षार्थी को पुनः आवंटित नहीं किया जा सकता",ଆଜି ପାଇଁ ଉପସ୍ଥାନ ଚିହ୍ନିତ ହୋଇଥିବାରୁ ଶିକ୍ଷାର୍ଥୀଙ୍କୁ ପୁନଃ ନ୍ୟସ୍ତ କରିପାରିବ ନାହିଁ,"అభ్యాసకుడిని తిరిగి కేటాయించలేరు, ఎందుకంటే నేటి హాజరు ఇప్పటికే గుర్తించబడింది",ಇಂದಿನ ಹಾಜರಾತಿಯನ್ನು ಈಗಾಗಲೇ ಗುರುತಿಸಲಾಗಿರುವುದರಿಂದ ಕಲಿಯುವವರನ್ನು ಮರು ನಿಯೋಜಿಸಲು ಸಾಧ್ಯವಿಲ್ಲ.,"இன்றைக்கான வருகை ஏற்கனவே குறிக்கப்பட்டுள்ளதால், மாணவரை மீண்டும் ஒதுக்க முடியாது.",લર્નર ને ફરીથી સોંપી શકાતું નથી કારણ કે હાજરી પહેલાથી જ આજ માટે ચિહ્નિત કરવામાં આવી છે,لرنر کو دوبارہ تفویض نہیں کیا جا سکتا کیونکہ آج کی حاضری پہلے ہی نشان زد کی جا چکی ہے
COMMON,,CANNOT_DELETE_TODAY_ATTENDANCE_MARKED,Cannot delete learner as attendance has already been marked for today,विद्यार्थ्याची उपस्थिती हटवू शकत नाही कारण आजची उपस्थिती आधीच चिन्हांकित केली गेली आहे,"आज के लिए उपस्थिति पहले ही दर्ज हो चुकी है, इसलिए छात्र को हटाया नहीं जा सकता","ଆଜି ପାଇଁ ଉପସ୍ଥାନ ରେକର୍ଡ ହୋଇସାରିଛି, ତେଣୁ ବିଦ୍ୟାର୍ଥୀଙ୍କୁ  ଅପସାରଣ କରାଯାଇପାରିବ ନାହିଁ","అభ్యాసకుడిని తొలగించలేరు, ఎందుకంటే నేటి హాజరు ఇప్పటికే గుర్తించబడింది",ಇಂದಿನ ಹಾಜರಾತಿಯನ್ನು ಈಗಾಗಲೇ ಗುರುತಿಸಲಾಗಿರುವುದರಿಂದ ಕಲಿಯುವವರನ್ನು ಅಳಿಸಲು ಸಾಧ್ಯವಿಲ್ಲ.,இன்றைக்கு வருகைப்பதிவு ஏற்கனவே குறிக்கப்பட்டுள்ளதால் மாணவரை நீக்க முடியாது,લર્નર ને કાઢી શકતા નથી કારણ કે હાજરી પહેલાથી જ આજ માટે ચિહ્નિત કરવામાં આવી છે,لرنر کو حذف نہیں کیا جا سکتا کیونکہ آج کی حاضری پہلے ہی نشان زد کی جا چکی ہے
COMMON,,CANNOT_DROPOUT_TODAY_ATTENDANCE_MARKED,Cannot mark learner as dropout as attendance has already been marked for today,विद्यार्थ्याला ड्रॉपआउट म्हणून चिन्हांकित करू शकत नाही कारण आजची उपस्थिती आधीच चिन्हांकित केली गेली आहे,"आज के लिए उपस्थिति पहले ही दर्ज हो चुकी है, इसलिए छात्र को ड्रॉपआउट के रूप में चिह्नित नहीं किया जा सकता","ଆଜିର ଉପସ୍ଥାନ ରେକର୍ଡ ହୋଇସାରିଛି, ତେଣୁ ବିଦ୍ୟାର୍ଥୀଙ୍କୁ  ଡ୍ରପଆଉଟ୍ ଭାବରେ ଚିହ୍ନିତ କରାଯାଇପାରିବ ନାହିଁ","అభ్యాసకుడిని డ్రాపౌట్‌గా గుర్తించలేరు, ఎందుకంటే నేటి హాజరు ఇప్పటికే గుర్తించబడింది",ಇಂದಿನ ಹಾಜರಾತಿಯನ್ನು ಈಗಾಗಲೇ ಗುರುತಿಸಲಾಗಿರುವುದರಿಂದ ಕಲಿಯುವವರನ್ನು ಡ್ರಾಪ್ಔಟ್ ಎಂದು ಗುರುತಿಸಲು ಸಾಧ್ಯವಿಲ್ಲ.,இன்றைக்கு வருகைப்பதிவு ஏற்கனவே குறிக்கப்பட்டுள்ளதால் மாணவரை டிராப்-அவுட் செய்ய முடியாது.,લર્નર ને કાઢી શકતા નથી કારણ કે હાજરી પહેલાથી જ આજ માટે ચિહ્નિત કરવામાં આવી છે,لرنر کو ڈراپ آؤٹ کے طور پر نشان زد نہیں کیا جا سکتا کیونکہ آج کی حاضری پہلے ہی نشان زد کی جا چکی ہے
