Module,Submodule,Key,English,Marathi,Hindi,Odiya,Telugu,Kannada,Tamil,Gujarati,Urdu
COMMON,,DISTRICT_DELETED_SUCCESS,District Deleted Successfully!,जिला सफलतापूर्वक हटाया गया!,जिल्हा यशस्वीपणे हटवला!,ଜିଲ୍ଲା ସଫଳତାର ସହିତ ବିଲୋପ ହେଲା!,జిల్లా విజయవంతంగా తొలగించబడింది!,ಜಿಲ್ಲೆಯನ್ನು ಯಶಸ್ವಿಯಾಗಿ ಅಳಿಸಲಾಗಿದೆ!,மாவட்டம் வெற்றிகரமாக நீக்கப்பட்டது!,જિલ્લો સફળતાપૂર્વક હટાયવેલ છે,ضلع کامیابی سے حذف ہو گیا!
COMMON,,DISTRICT_DELETED_FAILURE,Unable to delete district,जिला हटाने में असमर्थ,जिल्हा हटवू शकत नाही,ଜିଲ୍ଲା ଡିଲିଟ  କରିବାରେ ଅସମର୍ଥ |,జిల్లాను తొలగించడం సాధ్యం కాలేదు,ಜಿಲ್ಲೆಯನ್ನು ಅಳಿಸಲು ಸಾಧ್ಯವಿಲ್ಲ.,மாவட்டத்தை நீக்க முடியவில்லை,જિલ્લો કાઢવામાં અસમર્થ,ضلع کو حذف کرنے سے قاصر
COMMON,,DISTRICT_ADDED_SUCCESS,District Added Successfully!,जिला सफलतापूर्वक जोड़ा गया!,जिल्हा यशस्वीपणे जोडला.,ଜିଲ୍ଲା ସଫଳତାର ସହିତ ଯୋଡି ହେଲା!,జిల్లా విజయవంతంగా జోడించబడింది!,ಜಿಲ್ಲೆಯನ್ನು ಯಶಸ್ವಿಯಾಗಿ ಸೇರಿಸಲಾಗಿದೆ!,மாவட்டம் வெற்றிகரமாகச் சேர்க்கப்பட்டது!,જિલ્લો સફળતાપૂર્વક જોડવામાં આવ્યો,ضلع کامیابی کے ساتھ شامل کیا گیا!
COMMON,,DISTRICT_ADDED_FAILURE,Unable to add district,जिला जोड़ने में असमर्थ,जिल्हा जोडू शकत नाही,ଜିଲ୍ଲା ଯୋଗ କରିବାକୁ ଅସମର୍ଥ |,జిల్లాను జోడించడం సాధ్యం కాలేదు,ಜಿಲ್ಲೆಯನ್ನು ಸೇರಿಸಲು ಸಾಧ್ಯವಾಗುತ್ತಿಲ್ಲ.,மாவட்டத்தைச் சேர்க்க முடியவில்லை,જિલ્લો જોડવામાં અસમર્થ,ضلع شامل کرنے سے قاصر
COMMON,,DISTRICT_UPDATED_SUCCESS,District Updated Successfully!,जिला सफलतापूर्वक अपडेट किया गया!,जिल्हा यशस्वीपणे अपडेट केला.,ଜିଲ୍ଲା ସଫଳତାର ସହିତ ଅପଡେଟ୍ ହୋଇଛି!,జిల్లా విజయవంతంగా నవీకరించబడింది!,ಜಿಲ್ಲೆಯನ್ನು ಯಶಸ್ವಿಯಾಗಿ ನವೀಕರಿಸಲಾಗಿದೆ!,மாவட்டம் வெற்றிகரமாகப் புதுப்பிக்கப்பட்டது!,જિલ્લો સફળતાપૂર્વક અપડેટ કરેલ છે,ضلع کو کامیابی کے ساتھ اپ ڈیٹ کیا گیا!
COMMON,,DISTRICT_DUPLICATION_FAILURE,District is already exists!,जिला पहले से मौजूद है!,जिल्हा आधीच अस्तित्वात आहे.,ଜିଲ୍ଲା ପୂର୍ବରୁ ଉପସ୍ଥିତ ଅଛି!,జిల్లా ఇప్పటికే ఉంది!,ಜಿಲ್ಲೆ ಈಗಾಗಲೇ ಅಸ್ತಿತ್ವದಲ್ಲಿದೆ!,மாவட்டம் ஏற்கனவே உள்ளது!,જિલ્લો પહેલાથી જ છે,ضلع پہلے سے موجود ہے!
COMMON,,DISTRICT_UPDATED_FAILURE,Unable to update district,जिला अपडेट करने में असमर्थ,जिल्हा अद्ययावत करण्यात अक्षम,ଜିଲ୍ଲା ଅପଡେଟ୍ କରିବାକୁ ଅସମର୍ଥ,జిల్లాను నవీకరించడం సాధ్యం కాలేదు,ಜಿಲ್ಲೆಯನ್ನು ನವೀಕರಿಸಲು ಸಾಧ್ಯವಾಗುತ್ತಿಲ್ಲ.,மாவட்டத்தைப் புதுப்பிக்க முடியவில்லை,જિલ્લા અપડેટ કરવામાં અસમર્થ,ضلع کو اپ ڈیٹ کرنے سے قاصر
COMMON,,BLOCK_DELETED_SUCCESS,Block Deleted Successfully!,ब्लॉक सफलतापूर्वक हटाया गया!,ब्लॉक यशस्वीपणे हटवला,ବ୍ଲକ୍ ସଫଳତାର ସହିତ ବିଲୋପ ହେଲା,బ్లాక్ విజయవంతంగా తొలగించబడింది!,ಬ್ಲಾಕ್ ಅನ್ನು ಯಶಸ್ವಿಯಾಗಿ ಅಳಿಸಲಾಗಿದೆ!,வட்டம் வெற்றிகரமாக நீக்கப்பட்டது!,બ્લોક સફળતાપૂર્વક દૂર કર્યો!,بلاک کامیابی سے حذف ہو گیا!
COMMON,,BLOCK_DELETED_FAILURE,Unable to delete block,ब्लॉक हटाने में असमर्थ,ब्लॉक हटवू शकत नाही,ବ୍ଲକ ଡିଲିଟ  କରିବାରେ ଅସମର୍ଥ |,బ్లాక్‌ను తొలగించడం సాధ్యం కాలేదు,ಬ್ಲಾಕ್ ಅನ್ನು ಅಳಿಸಲು ಸಾಧ್ಯವಿಲ್ಲ,வட்டத்தை நீக்க முடியவில்லை,બ્લોક દૂર કરવામાં અસમર્થ,بلاک کو حذف کرنے سے قاصر
COMMON,,BLOCK_ADDED_SUCCESS,Block Added Successfully!,ब्लॉक सफलतापूर्वक जोड़ा गया!,ब्लॉक यशस्वीपणे जोडला,ବ୍ଲକ ସଫଳତାର ସହିତ ଯୋଡି ହେଲା!,బ్లాక్ విజయవంతంగా జోడించబడింది!,ಬ್ಲಾಕ್ ಅನ್ನು ಯಶಸ್ವಿಯಾಗಿ ಸೇರಿಸಲಾಗಿದೆ!,வட்டம் வெற்றிகரமாகச் சேர்க்கப்பட்டது!,બ્લોક સફળતાપૂર્વક ઉમેર્યા!,بلاک کامیابی کے ساتھ شامل کر دیا گیا!
COMMON,,BLOCK_ADDED_FAILURE,Unable to add block,ब्लॉक जोड़ने में असमर्थ,ब्लॉक जोडू शकत नाही,ବ୍ଲକ୍ ଯୋଡିବାକୁ ଅସମର୍ଥ |,బ్లాక్‌ను జోడించడం సాధ్యం కాలేదు,ಬ್ಲಾಕ್ ಸೇರಿಸಲು ಸಾಧ್ಯವಾಗುತ್ತಿಲ್ಲ,வட்டத்தைச் சேர்க்க முடியவில்லை,બ્લોક ઉમેરવામાં અસમર્થ,بلاک شامل کرنے سے قاصر
COMMON,,BLOCK_UPDATED_SUCCESS,Block Updated Successfully!,ब्लॉक सफलतापूर्वक अपडेट किया गया!,ब्लॉक यशस्वीपणे अद्ययावत केला,ବ୍ଲକ ସଫଳତାର ସହିତ ଆପଡେଟ୍ ହେଲା,బ్లాక్ విజయవంతంగా నవీకరించబడింది!,ಬ್ಲಾಕ್ ಅನ್ನು ಯಶಸ್ವಿಯಾಗಿ ನವೀಕರಿಸಲಾಗಿದೆ!,வட்டம் வெற்றிகரமாகப் புதுப்பிக்கப்பட்டது!,બ્લોક સફળતાપૂર્વક અપડેટ થયા!,بلاک کامیابی کے ساتھ اپ ڈیٹ ہو گیا!
COMMON,,BLOCK_UPDATED_FAILURE,Unable to update block,ब्लॉक अपडेट करने में असमर्थ,ब्लॉक अद्ययावत करण्यात अक्षम,ବ୍ଲକ୍ ଅପଡେଟ୍ କରିବାକୁ ଅସମର୍ଥ,బ్లాక్‌ను నవీకరించడం సాధ్యం కాలేదు,ಬ್ಲಾಕ್ ಅನ್ನು ನವೀಕರಿಸಲು ಸಾಧ್ಯವಾಗುತ್ತಿಲ್ಲ,வட்டத்தைப் புதுப்பிக்க முடியவில்லை,બ્લોક અપડેટ કરવામાં અસમર્થ,بلاک کو اپ ڈیٹ کرنے سے قاصر
COMMON,,BLOCK_DUPLICATION_FAILURE,Block is already exists!,ब्लॉक पहले से मौजूद है!,ब्लॉक आधीच अस्तित्वात आहे,ଜିଲ୍ଲା ପୂର୍ବରୁ ଉପସ୍ଥିତ ଅଛି!,బ్లాక్ ఇప్పటికే ఉంది!,ಬ್ಲಾಕ್ ಈಗಾಗಲೇ ಅಸ್ತಿತ್ವದಲ್ಲಿದೆ!,வட்டம் ஏற்கனவே உள்ளது!,બ્લોક પહેલેથી જ અસ્તિત્વમાં છે!,بلاک پہلے سے موجود ہے!
COMMON,,ACTIVE,Active,सक्रिय,सक्रिय,ସକ୍ରିୟ,చురుకుగా,ಸಕ್ರಿಯ,செயலில் உள்ளது,સક્રિય,فعال
COMMON,,INACTIVE,Inactive,निष्क्रिय,निष्क्रिय,ନିଷ୍କ୍ରିୟ |,నిష్క్రియ,ನಿಷ್ಕ್ರಿಯ,செயலில் இல்லை,નિષ્ક્રિય,غیر فعال
COMMON,,DISTRICT,District,जिला,जिल्हा,ଜିଲ୍ଲା,జిల్లా,ಜಿಲ್ಲೆ,மாவட்டம்,જિલ્લો,ضلع
COMMON,,BLOCK,Block,ब्लॉक,ब्लॉक,ବ୍ଲକ୍,బ్లాక్,ಬ್ಲಾಕ್ ,வட்டம்,બ્લોક,بلاک
COMMON,,SELECT_STATE,Select State,राज्य चुनें,राज्य निवडा,ରାଜ୍ୟକୁ ଚୟନ କରନ୍ତୁ,రాష్ట్రాన్ని ఎంచుకోండి,ರಾಜ್ಯವನ್ನು ಆಯ್ಕೆಮಾಡಿ,மாநிலத்தைத் தேர்ந்தெடுக்கவும்,રાજ્ય પસંદ કરો,ریاست منتخب کریں۔
COMMON,,SELECT_DISTRICT,Select District,जिला चुनें,जिल्हा निवडा,ଜିଲ୍ଲାକୁ ଚୟନ କରନ୍ତୁ,జిల్లాను ఎంచుకోండి,ಜಿಲ್ಲೆಯನ್ನು ಆಯ್ಕೆಮಾಡಿ,மாவட்டத்தைத் தேர்ந்தெடுக்கவும்,જિલ્લો પસંદ કરો,ضلع منتخب کریں۔
COMMON,,SOMETHING_WENT_WRONG,Something went wrong,कुछ गलत हो गया,काहीतरी चूक झाली,କିଛି ଭୁଲ ହୋଇଗଲା,ఏదో తప్పు జరిగింది,ಏನೋ ತಪ್ಪಾಗಿದೆ.,ஏதோ தவறு ஏற்பட்டுள்ளது,કંઈક ખોટું થયું,کچھ غلط ہو گیا۔
COMMON,,BLOCK_NAME_REQUIRED,Block Name is Required,ब्लॉक का नाम आवश्यक है,ब्लॉकचे नाव आवश्यक आहे,ବ୍ଲକର ନାମ ଆବଶ୍ୟକ,బ్లాక్ పేరు అవసరం,ಬ್ಲಾಕ್ ಹೆಸರು ಅಗತ್ಯವಿದೆ,வட்டத்தின் பெயர் கட்டாயம்,બ્લોક નામ જરૂરી છે,بلاک کا نام درکار ہے۔
COMMON,,BLOCK_CODE_REQUIRED,Code is Required,कोड आवश्यक है,कोड आवश्यक आहे,କୋଡ୍ ର ଆବଶ୍ୟକ,కోడ్ అవసరం,ಕೋಡ್ ಅಗತ್ಯವಿದೆ,குறியீடு கட்டாயம்,કોડ જરૂરી,کوڈ درکار ہے۔
COMMON,,INVALID_INPUT,Invalid Input,अमान्य इनपुट,अवैध इनपुट,ଆମାନ୍ୟ ଇନପୁଟ୍,చెల్లని ఇన్‌పుట్,ಇನ್ ವ್ಯಾಲಿಡ್ ಇನ್‌ಪುಟ್,தவறான உள்ளீடு,અમાન્ય ઇનપુટ,غلط ان پٹ
COMMON,,ALL_DISTRICTS,All Districts,सभी जिले,सर्व जिल्हे,ସମସ୍ତ ରାଜ୍ୟ,అన్ని జిల్లాలు,ಎಲ್ಲಾ ಜಿಲ್ಲೆಗಳು,அனைத்து மாவட்டங்கள்,તમામ જિલ્લાઓ,تمام اضلاع
COMMON,,NO_DISTRICTS,No Districts,कोई जिले नहीं,कोणतेही जिल्हे नाहीत,ଜିଲ୍ଲା ନାହିଁ,జిల్లాలు లేవు,ಜಿಲ್ಲೆಗಳಿಲ್ಲ,மாவட்டங்கள் இல்லை,કોઈ જિલ્લો નથી,کوئی اضلاع نہیں۔
COMMON,,ALL_STATES,All States,सभी राज्य,सर्व राज्ये,ସମସ୍ତ ରାଜ୍ୟ,అన్ని రాష్ట్రాలు,ಎಲ್ಲಾ ರಾಜ್ಯಗಳು,அனைத்து மாநிலங்கள்,તમામ રાજ્યો,تمام ریاستیں۔
COMMON,,LOGOUT,Log out,लॉग आउट,लॉग आउट,ଲଗ୍ ଆଉଟ୍,లాగ్ అవుట్ చేయండి,ಲಾಗ್ ಔಟ್ ಮಾಡಿ,வெளியேறு,લૉગ આઉટ કરો,لاگ آؤٹ کریں۔
